"folio","fpago","almacen","fechatt","cliente","importe","serie","hora","agente","sucursal","id"
"16,893","C","27","2023-01-02","G&R INFRAESTRUCTURA DESARROLLO URBANO ARQUITECTURA Y DISE","1","3T3","09:07:42","46","HIDAL","274632"
"412,661","C","36","2023-01-02","MOSTRADOR","7","TAF","08:48:49","169","ALFIN","274633"
"394,679","C","06","2023-01-02","MOSTRADOR","90","TTP","08:50:19","18","TL","274634"
"26,232","C","24","2023-01-02","MOSTRADOR","82","TZM","08:48:56","288","TMZ","274635"
"47,771","C","30","2023-01-03","MOSTRADOR","10","TVZ","09:29:18","621","VERAC","274636"
"412,780","C","36","2023-01-03","MOSTRADOR","124","TAF","08:38:32","169","ALFIN","274637"
"47,729","C","30","2023-01-02","MOSTRADOR","63","TVZ","08:49:01","728","VERAC","274638"
"164,686","C","27","2023-01-03","MOSTRADOR","6","TT3","09:41:36","46","HIDAL","274639"
"20,298","Z","09","2023-01-03","TOMAS ORTEGA SERRA","1","3MA","08:38:44","538","CA","274640"
"26,467","C","24","2023-01-03","MOSTRADOR","28","TZM","08:36:44","638","TMZ","274641"
"534,327","C","03","2023-01-03","MOSTRADOR","18","TME","08:36:52","719","ME","274642"
"491,178","C","19","2023-01-02","MOSTRADOR","24","TID","08:49:18","511","INDE","274643"
"196,319","C","07","2023-01-02","MOSTRADOR","16","TAV","08:49:07","589","AC","274644"
"337,333","C","25","2023-01-02","MOSTRADOR","55","TPA","08:51:22","777","PAPAN","274645"
"100,014","C","31","2023-01-02","MOSTRADOR","46","TR2","08:49:41","684","VEPR2","274646"
"574,797","C","17","2023-01-03","MOSTRADOR","39","TMS","08:41:52","689","MISAN","274647"
"68,022","C","35","2023-01-02","MOSTRADOR","122","TPP","08:58:32","759","PAPA2","274648"
"164,687","C","27","2023-01-03","MOSTRADOR","82","TT3","08:50:25","778","HIDAL","274649"
"491,386","C","19","2023-01-03","MOSTRADOR","3","TID","08:38:13","511","INDE","274650"
"33,983","C","25","2023-01-03","ANEM-IGA INFRAESTRUCTURA","69","3PA","08:48:38","777","PAPAN","274651"
"491,180","C","19","2023-01-02","MOSTRADOR","213","TID","09:06:15","511","INDE","274652"
"491,179","C","19","2023-01-02","MOSTRADOR","24","TID","08:58:03","753","INDE","274653"
"160,008","C","28","2023-01-02","MOSTRADOR","11","TCZ","09:01:00","507","COAT","274654"
"164,598","C","27","2023-01-02","MOSTRADOR","22","TT3","08:51:04","767","HIDAL","274655"
"26,233","C","24","2023-01-02","MOSTRADOR","18","TZM","08:51:39","288","TMZ","274656"
"196,321","C","07","2023-01-02","MOSTRADOR","91","TAV","08:54:45","589","AC","274657"
"394,680","C","06","2023-01-02","MOSTRADOR","8","TTP","10:00:09","18","TL","274658"
"534,328","C","03","2023-01-03","MOSTRADOR","81","TME","08:46:13","743","ME","274659"
"39,789","T","04","2023-01-02","YAZMIN CAROLINA GARCIA RAMIREZ","2","3PL","08:54:10","94","PVERD","274660"
"604,711","C","08","2023-01-02","MOSTRADOR","256","TT2","08:58:15","372","RP","274661"
"32,104","C","12","2023-01-02","MOSTRADOR","25","TXA","09:02:36","55","XALAP","274662"
"534,113","C","03","2023-01-02","MOSTRADOR","38","TME","08:53:07","14","ME","274663"
"196,320","C","07","2023-01-02","MOSTRADOR","8","TAV","08:52:39","735","AC","274664"
"394,683","C","06","2023-01-02","MOSTRADOR","419","TTP","09:29:25","18","TL","274665"
"160,129","C","28","2023-01-03","MOSTRADOR","205","TCZ","09:10:10","322","COAT","274666"
"337,334","C","25","2023-01-02","MOSTRADOR","49","TPA","08:52:25","156","PAPAN","274667"
"534,115","C","03","2023-01-02","MOSTRADOR","26","TME","08:58:14","14","ME","274668"
"160,008","C","28","2023-01-02","MOSTRADOR","6","TCZ","08:53:18","625","COAT","274669"
"394,789","C","06","2023-01-03","MOSTRADOR","51","TTP","08:39:54","337","TL","274670"
"534,114","C","03","2023-01-02","MOSTRADOR","21","TME","08:55:36","14","ME","274671"
"160,009","C","28","2023-01-02","MOSTRADOR","18","TCZ","08:57:40","625","COAT","274672"
"26,469","C","24","2023-01-03","MOSTRADOR","123","TZM","08:41:13","638","TMZ","274673"
"26,235","C","24","2023-01-02","MOSTRADOR","17","TZM","08:56:11","288","TMZ","274674"
"39,790","T","04","2023-01-02","REBECA EMELIA BERMAN RAMIREZ","2","3PL","08:55:53","94","PVERD","274675"
"196,322","C","07","2023-01-02","MOSTRADOR","77","TAV","08:57:14","735","AC","274676"
"33,984","C","25","2023-01-03","JUAN CARLOS ANGELES AGUILAR","168","3PA","09:01:00","456","PAPAN","274677"
"25,299","C","31","2023-01-03","JONATHAN ERNESTO AGUILAR PERALTA","72","3R2","08:41:57","319","VEPR2","274678"
"100,086","C","31","2023-01-03","MOSTRADOR","20","TR2","08:37:43","675","VEPR2","274679"
"412,781","C","36","2023-01-03","MOSTRADOR","1","TAF","08:35:53","169","ALFIN","274680"
"337,335","C","25","2023-01-02","MOSTRADOR","10","TPA","08:50:53","156","PAPAN","274681"
"26,242","C","24","2023-01-02","MOSTRADOR","404","TZM","09:20:17","710","TMZ","274682"
"8,167","C","14","2023-01-03","MOSTRADOR","390","TT4","08:55:29","377","TEZIU","274683"
"62,882","C","37","2023-01-02","SUCURSAL TEZIUTLAN 1","0","TAS","10:44:05","5","CEDIS","274684"
"21,813","C","26","2023-01-02","MOSTRADOR","11","3TH","09:09:01","166","TIHUA","274685"
"604,954","C","08","2023-01-03","MOSTRADOR","1","TT2","09:00:51","372","RP","274686"
"394,790","C","06","2023-01-03","MOSTRADOR","103","TTP","08:39:57","337","TL","274687"
"604,952","C","08","2023-01-03","MOSTRADOR","129","TT2","08:50:22","765","RP","274688"
"201,419","C","29","2023-01-02","MOSTRADOR","27","TGZ","09:07:04","524","GZAMO","274689"
"412,662","C","36","2023-01-02","MOSTRADOR","18","TAF","08:56:43","700","ALFIN","274690"
"343,306","C","04","2023-01-02","MOSTRADOR","78","TPL","09:16:30","538","PVERD","274691"
"412,663","C","36","2023-01-02","MOSTRADOR","30","TAF","08:57:32","700","ALFIN","274692"
"26,473","C","24","2023-01-03","MOSTRADOR","125","TZM","09:17:49","710","TMZ","274693"
"201,558","C","29","2023-01-03","MOSTRADOR","31","TGZ","08:43:20","574","GZAMO","274694"
"567,129","C","05","2023-01-03","MOSTRADOR","18","TT1","08:42:49","45","TZ","274695"
"100,086","C","31","2023-01-03","MOSTRADOR","7","TR2","08:46:53","675","VEPR2","274696"
"100,015","C","31","2023-01-02","MOSTRADOR","10","TR2","09:18:11","684","VEPR2","274697"
"604,951","C","08","2023-01-03","MOSTRADOR","834","TT2","08:41:28","372","RP","274698"
"567,136","C","05","2023-01-03","MOSTRADOR","66","TT1","09:34:18","640","TZ","274699"
"491,387","C","19","2023-01-03","MOSTRADOR","32","TID","08:44:49","511","INDE","274700"
"343,302","C","04","2023-01-02","MOSTRADOR","72","TPL","09:01:20","782","PVERD","274701"
"566,880","C","05","2023-01-02","MOSTRADOR","11","TT1","08:59:51","211","TZ","274702"
"337,337","C","25","2023-01-02","MOSTRADOR","1","TPA","09:13:53","456","PAPAN","274703"
"33,964","C","25","2023-01-02","JUAN CARLOS ANGELES AGUILAR","74","3PA","09:19:44","456","PAPAN","274704"
"33,963","C","25","2023-01-02","ISAIAS ARTURO GUERRERO ACOSTA","21","3PA","08:59:52","777","PAPAN","274705"
"26,236","C","24","2023-01-02","MOSTRADOR","30","TZM","08:59:08","288","TMZ","274706"
"343,303","C","04","2023-01-02","MOSTRADOR","712","TPL","09:02:55","782","PVERD","274707"
"412,664","C","36","2023-01-02","MOSTRADOR","96","TAF","09:00:39","700","ALFIN","274708"
"26,470","K","24","2023-01-03","MOSTRADOR","90","TZM","08:48:21","503","TMZ","274709"
"394,794","C","06","2023-01-03","MOSTRADOR","209","TTP","09:03:10","337","TL","274710"
"201,559","C","29","2023-01-03","MOSTRADOR","38","TGZ","08:45:27","524","GZAMO","274711"
"25,301","C","31","2023-01-03","FRANCISCO JAVIER CEDILLO CABALLERO","481","3R2","08:53:55","319","VEPR2","274712"
"288,845","C","21","2023-01-02","MOSTRADOR","65","TTX","09:01:44","725","TX","274713"
"604,713","C","08","2023-01-02","MOSTRADOR","98","TT2","08:57:30","765","RP","274714"
"574,583","C","17","2023-01-02","MOSTRADOR","62","TMS","09:13:07","689","MISAN","274715"
"337,335","C","25","2023-01-02","MOSTRADOR","22","TPA","09:01:32","156","PAPAN","274716"
"164,689","C","27","2023-01-03","MOSTRADOR","4","TT3","08:56:34","779","HIDAL","274717"
"604,951","C","08","2023-01-03","MOSTRADOR","101","TT2","08:47:28","372","RP","274718"
"566,882","C","05","2023-01-02","MOSTRADOR","28","TT1","09:07:40","45","TZ","274719"
"491,392","C","19","2023-01-03","MOSTRADOR","568","TID","09:11:41","511","INDE","274720"
"574,799","C","17","2023-01-03","MOSTRADOR","83","TMS","08:48:13","689","MISAN","274721"
"32,182","C","12","2023-01-03","MOSTRADOR","54","TXA","08:50:32","55","XALAP","274722"
"337,336","C","25","2023-01-02","MOSTRADOR","34","TPA","09:13:06","156","PAPAN","274723"
"26,239","C","24","2023-01-02","MOSTRADOR","212","TZM","09:09:51","288","TMZ","274724"
"566,883","C","05","2023-01-02","MOSTRADOR","12","TT1","09:20:46","211","TZ","274725"
"604,713","C","08","2023-01-02","MOSTRADOR","98","TT2","09:02:48","423","RP","274726"
"604,714","C","08","2023-01-02","MOSTRADOR","75","TT2","09:16:06","372","RP","274727"
"604,715","C","08","2023-01-02","MOSTRADOR","161","TT2","09:18:32","765","RP","274728"
"26,237","C","24","2023-01-02","MOSTRADOR","138","TZM","09:05:57","638","TMZ","274729"
"26,237","C","24","2023-01-02","MOSTRADOR","35","TZM","10:56:45","16","TMZ","274730"
"394,681","C","06","2023-01-02","MOSTRADOR","66","TTP","09:06:24","18","TL","274731"
"32,105","C","12","2023-01-02","MOSTRADOR","72","TXA","09:04:26","698","XALAP","274732"
"343,304","C","04","2023-01-02","MOSTRADOR","23","TPL","09:07:59","10","PVERD","274733"
"68,023","C","35","2023-01-02","MOSTRADOR","42","TPP","09:05:17","758","PAPA2","274734"
"250,105","C","20","2023-01-02","MOSTRADOR","30","TPZ","09:04:50","676","PR","274735"
"574,583","C","17","2023-01-02","MOSTRADOR","4","TMS","20:06:29","67","MISAN","274736"
"343,305","C","04","2023-01-02","MOSTRADOR","43","TPL","09:08:13","94","PVERD","274737"
"66,537","C","37","2023-01-02","SUCURSAL AVILA CAMACHO","0","TR","09:05:12","5","CEDIS","274738"
"164,599","C","27","2023-01-02","MOSTRADOR","46","TT3","09:01:12","788","HIDAL","274739"
"62,877","C","31","2023-01-02","SUCURSAL INDEPENDENCIA","0","TAS","09:05:47","319","SUPR2","274740"
"66,537","Z","07","2023-01-02",,"0","TR","09:05:11","5","CEDIS","274741"
"604,719","C","08","2023-01-02","MOSTRADOR","3","TT2","09:35:39","372","RP","274742"
"250,169","C","20","2023-01-03","MOSTRADOR","269","TPZ","08:59:35","714","PR","274743"
"62,877","Z","19","2023-01-02",,"0","TAS","09:05:46","319","SUPR2","274744"
"130,835","C","05","2023-01-03","SUCURSAL TEZIUTLAN 2","0","TS","08:50:18","0","TZ","274745"
"604,957","C","08","2023-01-03","MOSTRADOR","44","TT2","09:07:42","769","RP","274746"
"250,169","C","20","2023-01-03","MOSTRADOR","188","TPZ","10:46:00","587","PR","274747"
"32,106","C","12","2023-01-02","MOSTRADOR","86","TXA","09:13:32","55","XALAP","274748"
"130,835","C","08","2023-01-03",,"0","TS","08:50:18","0","TZ","274749"
"201,420","C","29","2023-01-02","MOSTRADOR","36","TGZ","09:16:16","574","GZAMO","274750"
"288,849","C","21","2023-01-02","MOSTRADOR","40","TTX","09:16:30","397","TX","274751"
"491,181","C","19","2023-01-02","MOSTRADOR","728","TID","09:12:27","511","INDE","274752"
"288,846","C","21","2023-01-02","MOSTRADOR","96","TTX","09:11:25","725","TX","274753"
"27,875","C","26","2023-01-03","MOSTRADOR","72","TTI","09:23:22","166","TIHUA","274754"
"250,106","C","20","2023-01-02","MOSTRADOR","7","TPZ","09:08:21","676","PR","274755"
"343,433","C","04","2023-01-03","MOSTRADOR","44","TPL","08:53:01","10","PVERD","274756"
"164,688","C","27","2023-01-03","MOSTRADOR","2","TT3","08:50:55","778","HIDAL","274757"
"196,323","C","07","2023-01-02","MOSTRADOR","0","TAV","09:10:54","589","AC","274758"
"62,910","C","12","2023-01-02",,"0","TAS","19:03:25","621","SUPVE","274759"
"412,665","C","36","2023-01-02","MOSTRADOR","99","TAF","09:17:50","700","ALFIN","274760"
"164,599","C","27","2023-01-02","MOSTRADOR","132","TT3","09:09:12","46","HIDAL","274761"
"33,985","K","25","2023-01-03","TASKUYU CONSTRUCCIONES","1","3PA","09:01:27","777","PAPAN","274762"
"26,241","C","24","2023-01-02","MOSTRADOR","179","TZM","09:11:22","638","TMZ","274763"
"4,552","C","36","2023-01-03","GRUPO HOSPITALARIO MEDINA","184","3AF","09:24:16","729","ALFIN","274764"
"29,143","C","20","2023-01-03","MOSTRADOR","269","3PZ","08:51:58","676","PR","274765"
"343,309","C","04","2023-01-02","MOSTRADOR","114","TPL","09:35:02","10","PVERD","274766"
"201,427","C","29","2023-01-02","MOSTRADOR","13","TGZ","09:53:03","783","GZAMO","274767"
"394,682","C","06","2023-01-02","MOSTRADOR","113","TTP","09:26:41","774","TL","274768"
"26,240","C","24","2023-01-02","MOSTRADOR","7","TZM","09:10:47","638","TMZ","274769"
"196,324","C","07","2023-01-02","MOSTRADOR","61","TAV","09:11:00","735","AC","274770"
"27,857","C","26","2023-01-02","MOSTRADOR","1","TTI","09:20:45","166","TIHUA","274771"
"534,117","C","03","2023-01-02","MOSTRADOR","27","TME","09:14:59","743","ME","274772"
"534,329","C","03","2023-01-03","MOSTRADOR","39","TME","08:53:12","14","ME","274773"
"394,793","C","06","2023-01-03","MOSTRADOR","245","TTP","08:59:54","337","TL","274774"
"196,325","C","07","2023-01-02","MOSTRADOR","75","TAV","09:11:37","589","AC","274775"
"491,389","C","19","2023-01-03","MOSTRADOR","53","TID","08:53:11","753","INDE","274776"
"100,086","C","31","2023-01-03","MOSTRADOR","39","TR2","08:47:58","675","VEPR2","274777"
"288,850","C","21","2023-01-02","MOSTRADOR","35","TTX","09:22:25","96","TX","274778"
"394,688","C","06","2023-01-02","MOSTRADOR","79","TTP","10:00:27","18","TL","274779"
"25,300","C","31","2023-01-03","ALEJANDRO JUNCAL LOCES","39","3R2","08:53:55","675","VEPR2","274780"
"26,243","C","24","2023-01-02","MOSTRADOR","165","TZM","09:21:27","288","TMZ","274781"
"394,681","C","06","2023-01-02","MOSTRADOR","173","TTP","09:16:14","773","TL","274782"
"160,010","C","28","2023-01-02","MOSTRADOR","522","TCZ","09:18:22","322","COAT","274783"
"604,953","C","08","2023-01-03","MOSTRADOR","43","TT2","09:00:14","47","RP","274784"
"574,585","C","17","2023-01-02","MOSTRADOR","22","TMS","09:34:14","693","MISAN","274785"
"62,878","C","17","2023-01-02",,"0","TAS","09:14:22","96","TX","274786"
"201,420","C","29","2023-01-02","MOSTRADOR","37","TGZ","09:11:07","771","GZAMO","274787"
"62,878","C","21","2023-01-02","SUCURSAL MISANTLA","0","TAS","09:14:23","96","TX","274788"
"337,338","C","25","2023-01-02","MOSTRADOR","44","TPA","09:14:37","508","PAPAN","274789"
"32,107","C","12","2023-01-02","MOSTRADOR","86","TXA","09:28:10","55","XALAP","274790"
"47,730","C","30","2023-01-02","MOSTRADOR","42","TVZ","09:47:53","691","VERAC","274791"
"68,024","C","35","2023-01-02","MOSTRADOR","135","TPP","09:14:46","758","PAPA2","274792"
"574,801","C","17","2023-01-03","MOSTRADOR","38","TMS","08:58:13","689","MISAN","274793"
"604,955","C","08","2023-01-03","MOSTRADOR","41","TT2","09:01:49","3","RP","274794"
"17,265","C","29","2023-01-03","GAYA VAINILLA Y ESPECIAS","179","3GZ","09:10:56","574","GZAMO","274795"
"8,166","C","14","2023-01-03","MOSTRADOR","38","TT4","08:55:11","784","TEZIU","274796"
"47,771","C","30","2023-01-03","MOSTRADOR","269","TVZ","09:01:19","728","VERAC","274797"
"16,894","C","27","2023-01-02","DANIEL GONZALEZ FERMIN","114","3T3","09:36:40","46","HIDAL","274798"
"3,619","C","24","2023-01-03","INAMEX AUTOMATION","69","3ZM","08:58:19","638","TMZ","274799"
"337,342","C","25","2023-01-02","MOSTRADOR","345","TPA","09:19:40","508","PAPAN","274800"
"288,848","C","21","2023-01-02","MOSTRADOR","145","TTX","09:15:36","725","TX","274801"
"534,118","C","03","2023-01-02","MOSTRADOR","19","TME","09:15:40","14","ME","274802"
"534,331","C","03","2023-01-03","MOSTRADOR","170","TME","08:58:07","14","ME","274803"
"130,836","C","08","2023-01-03","SUCURSAL TEZIUTLAN 3","0","TS","08:55:48","47","RP","274804"
"39,791","K","04","2023-01-02","GABRIEL BENAVIDES GARCIA","552","3PL","09:43:11","782","PVERD","274805"
"337,339","C","25","2023-01-02","MOSTRADOR","188","TPA","09:17:19","456","PAPAN","274806"
"25,302","C","31","2023-01-03","ALEJANDRO JUNCAL LOCES","39","3R2","08:55:02","675","VEPR2","274807"
"574,800","C","17","2023-01-03","MOSTRADOR","304","TMS","08:56:03","693","MISAN","274808"
"160,011","K","28","2023-01-02","MOSTRADOR","253","TCZ","09:18:45","507","COAT","274809"
"201,422","K","29","2023-01-02","MOSTRADOR","62","TGZ","09:21:12","771","GZAMO","274810"
"68,026","C","35","2023-01-02","MOSTRADOR","65","TPP","09:33:18","758","PAPA2","274811"
"130,836","C","27","2023-01-03",,"0","TS","08:55:47","47","RP","274812"
"604,716","C","08","2023-01-02","MOSTRADOR","1","TT2","09:23:41","372","RP","274813"
"68,032","C","35","2023-01-02","MOSTRADOR","211","TPP","10:12:58","509","PAPA2","274814"
"26,245","C","24","2023-01-02","MOSTRADOR","77","TZM","09:23:28","638","TMZ","274815"
"164,602","C","27","2023-01-02","MOSTRADOR","444","TT3","09:45:47","767","HIDAL","274816"
"337,340","C","25","2023-01-02","MOSTRADOR","12","TPA","09:18:21","777","PAPAN","274817"
"32,184","K","12","2023-01-03","MOSTRADOR","314","TXA","09:15:03","55","XALAP","274818"
"412,667","C","36","2023-01-02","MOSTRADOR","104","TAF","09:20:30","700","ALFIN","274819"
"164,600","C","27","2023-01-02","MOSTRADOR","120","TT3","09:35:31","680","HIDAL","274820"
"160,012","C","28","2023-01-02","MOSTRADOR","883","TCZ","09:19:06","322","COAT","274821"
"201,421","C","29","2023-01-02","MOSTRADOR","172","TGZ","09:19:16","574","GZAMO","274822"
"534,332","C","03","2023-01-03","MOSTRADOR","215","TME","09:01:20","14","ME","274823"
"534,119","C","03","2023-01-02","MOSTRADOR","26","TME","09:22:47","14","ME","274824"
"491,390","C","19","2023-01-03","MOSTRADOR","19","TID","08:56:38","511","INDE","274825"
"100,016","C","31","2023-01-02","MOSTRADOR","32","TR2","09:20:18","684","VEPR2","274826"
"343,435","C","04","2023-01-03","MOSTRADOR","25","TPL","08:57:47","538","PVERD","274827"
"337,341","C","25","2023-01-02","MOSTRADOR","30","TPA","09:19:34","156","PAPAN","274828"
"32,183","C","12","2023-01-03","MOSTRADOR","64","TXA","09:02:52","55","XALAP","274829"
"412,666","C","36","2023-01-02","MOSTRADOR","27","TAF","09:20:02","729","ALFIN","274830"
"343,436","C","04","2023-01-03","MOSTRADOR","34","TPL","08:57:50","782","PVERD","274831"
"394,792","C","06","2023-01-03","MOSTRADOR","38","TTP","08:57:40","337","TL","274832"
"62,918","C","24","2023-01-03","SUCURSAL GUTIERREZ ZAMORA","0","TAS","09:26:25","781","297.","274833"
"343,307","C","04","2023-01-02","MOSTRADOR","165","TPL","09:30:15","538","PVERD","274834"
"250,107","C","20","2023-01-02","MOSTRADOR","26","TPZ","09:20:44","714","PR","274835"
"604,717","C","08","2023-01-02","MOSTRADOR","309","TT2","09:28:18","765","RP","274836"
"337,343","C","25","2023-01-02","MOSTRADOR","25","TPA","09:26:23","508","PAPAN","274837"
"604,718","C","08","2023-01-02","MOSTRADOR","78","TT2","09:33:55","47","RP","274838"
"566,884","C","05","2023-01-02","MOSTRADOR","60","TT1","09:28:56","45","TZ","274839"
"100,017","C","31","2023-01-02","MOSTRADOR","75","TR2","09:19:05","684","VEPR2","274840"
"250,108","C","20","2023-01-02","MOSTRADOR","25","TPZ","09:23:56","676","PR","274841"
"201,423","C","29","2023-01-02","MOSTRADOR","70","TGZ","09:25:48","574","GZAMO","274842"
"566,885","C","05","2023-01-02","MOSTRADOR","7","TT1","09:31:35","211","TZ","274843"
"27,858","C","26","2023-01-02","MOSTRADOR","34","TTI","09:23:10","166","TIHUA","274844"
"29,130","C","20","2023-01-02","MA. DE LA LUZ MUNGUIA GOMEZ","93","3PZ","09:34:34","714","PR","274845"
"1,403","G","38","2023-01-02","PUBLICO EN GENERAL MLIBRE","2","3NC","09:23:08","679","AUX6","274846"
"66,557","C","37","2023-01-03","SUCURSAL PLAZA VERDE","0","TR","09:09:47","5","CEDIS","274847"
"196,326","C","07","2023-01-02","MOSTRADOR","7","TAV","09:22:52","589","AC","274848"
"160,013","C","28","2023-01-02","MOSTRADOR","51","TCZ","09:22:47","322","COAT","274849"
"491,391","C","19","2023-01-03","MOSTRADOR","21","TID","08:59:38","511","INDE","274850"
